Date,AAPL,FB,NVDA,PYPL,SHOP,SQ,TDOC,TSLA,TWTR,Z
2017-03-22,103440800,17055400,15419100,6513300,1445800,5054200,996700,20296500,21050300,1100600
2017-03-23,81385200,13022800,13348500,7176400,1307600,6410200,533400,16601000,11631900,3454500
2017-03-24,89582400,16664700,10987500,5739500,1462500,4008500,1289800,28236500,15549200,1134900
2017-03-27,94300400,12800500,12666100,3850300,1620900,6935500,1085100,31154000,10461300,797800
2017-03-28,133499200,14679400,10811100,4396500,1740800,7385300,989300,39938000,14839700,1593300
2017-03-29,116760000,16527600,8749800,3951100,1565400,5381500,1258300,18381000,11080000,821700
2017-03-30,84829200,12404000,13138300,5691700,3092500,4580900,481100,20742000,8446400,1027000
2017-03-31,78646800,11478300,11020200,5177500,2664200,2356300,624500,16473000,8402600,905100
2017-04-03,79942800,13564000,11130800,7773000,1387900,8709100,603500,69443000,11604900,848300
2017-04-04,79565600,12948600,31782000,4681800,1013600,5979200,283700,50673000,8936100,753900
2017-04-05,110871600,17158100,18676200,5292300,1013700,5388500,557900,39404500,13823700,1289800
2017-04-06,84596000,15103400,15878000,5395400,840200,4800100,842800,27603000,18106700,977100
2017-04-07,66688800,11818300,10726700,4861200,475000,4319500,734400,22898000,8267400,772600
2017-04-10,75733600,9039400,18908300,4579500,996100,3781500,451800,38322500,10005900,969200
2017-04-11,121517600,16638100,15453700,4856300,965900,3199000,223500,28623000,7608800,577500
2017-04-12,81400000,11612500,10352300,5800100,761500,11161400,500200,30253500,12916400,998900
2017-04-13,71291600,10965600,12672300,3631400,1643000,5286000,312300,46423000,10554100,668100
2017-04-17,66328400,11519700,12432300,3151600,1018900,2196000,334400,20693500,10402700,625100
2017-04-18,58790000,14807500,9252900,3711600,824900,3282000,589600,15178500,9701900,862900
2017-04-19,69313600,15563900,9520700,4913900,1215500,3799300,552600,19490000,14268100,516800
2017-04-20,93278400,15968200,10100400,4811200,1667900,4897100,351300,30747000,9557300,856400
2017-04-21,69283600,12382000,8547400,5595700,1777400,5176700,461200,22549000,13788600,646500
2017-04-24,68537200,14407200,9295500,4643800,1564800,5380800,235900,25417500,12779200,898600
2017-04-25,75486000,17767500,9711000,7827900,1765000,7965500,286200,33688500,20508000,1080500
2017-04-26,80164800,12395000,8175100,9846900,2013200,4504900,245200,23475000,79309100,1896100
2017-04-27,56985200,11275100,7992500,34420200,1754600,5680400,468500,17343000,41158100,2648600
2017-04-28,83441600,30652200,8706200,11642800,1903100,4644500,625600,22527500,26563900,1277500
2017-05-01,134411600,25218300,7693300,14537500,2513400,5865200,417300,44148000,47458300,1810800
2017-05-02,181408800,21870400,15749300,16820800,6148400,9125400,558600,26914000,64567800,1242700
2017-05-03,182788000,29782500,8422600,11613100,2184800,14720700,508000,35667000,29810300,1115400
2017-05-04,93487600,36225500,5244700,7148800,1398100,26533600,400300,70760000,24615100,3480200
2017-05-05,109310800,17148500,5710700,4876200,1862100,9608300,1213500,40886500,15064300,4885700
2017-05-08,195009600,15827500,9131000,6641000,2034800,6361600,1053800,35032500,18963300,1349200
2017-05-09,156521600,17453900,21191800,4774000,2519400,8102400,3438700,48382500,12509700,1913000
2017-05-10,103222800,12080700,53227400,6507700,2264200,5784500,2122400,28708000,9993900,1287300
2017-05-11,109020400,11841900,48494800,5547700,2857500,4439200,1108600,23769000,12475400,1031500
2017-05-12,130108000,9598200,24065500,4933700,1814100,7809200,823500,20608000,22044000,1077600
2017-05-15,104038800,15064700,27188500,4705900,2327200,4503200,451300,38110000,22617500,992900
2017-05-16,80194000,14550800,28017500,5347200,2276700,8379000,371600,20762500,35728100,1577100
2017-05-17,203070800,28300100,31784200,6598400,3353000,12443100,570200,33559500,30110500,2417400
2017-05-18,134272800,23031600,28900800,9932100,7979600,5818700,905200,28269000,19889000,1676000
2017-05-19,107843200,16187900,25459300,7813800,7890900,5086700,861900,23438000,16157800,1610800
2017-05-22,91865600,12586700,20915200,13144900,1796200,9836000,751900,21646000,11378300,1364600
2017-05-23,79675600,12817800,17031200,7134200,1991300,12888000,818900,21592000,16838500,2097800
2017-05-24,76712000,17862400,20399900,6274800,1243100,6623500,937600,25166500,15459900,2097800
2017-05-25,76942400,19891400,15205700,4950500,1495500,9841500,688700,25070000,9577600,1123700
2017-05-26,87710400,14996200,19478500,4780800,1099000,6402200,712000,39011000,10459400,1141400
2017-05-30,80507600,13226000,24741300,5550300,1970300,7032600,376100,38914500,18190700,973100
2017-05-31,97804800,18023900,22182900,11107200,2488700,10844300,718400,49817000,17417200,1400500
2017-06-01,65616400,14530600,12583500,13898300,1831800,5882200,1310700,38040000,13178600,1342600
2017-06-02,111082800,16854400,12186400,9121800,3166600,8156500,866700,27951000,9383100,714000
2017-06-05,101326800,12520400,20434400,9656400,2128300,7817400,576500,33922000,10576500,574200
2017-06-06,106499600,13457100,18968200,6308000,1948700,14665100,831300,55434000,22811800,1127500
2017-06-07,84278400,12066700,15315300,6368700,1835100,9844900,694500,46990000,15866200,1180700
2017-06-08,85003200,17799400,29043600,6369900,1401200,6943200,980800,45307500,10550500,1178700
2017-06-09,259530800,35577700,92323200,11174100,4656300,16322100,901900,86307000,21306200,3935700
2017-06-12,289229200,33170200,42438300,15765600,5244400,16378800,1151200,52588500,20518300,1391900
2017-06-13,136661600,20483400,41812600,10411800,3955500,6790600,774700,59039500,13224900,1799500
2017-06-14,126124800,20808800,29616000,7132500,2123600,6888300,512400,64092000,12660500,1656500
2017-06-15,128661600,18994200,24095600,12401600,2896100,8937200,741000,52132500,11890500,1017200
2017-06-16,201444400,22882400,23124000,10931000,2499200,9809500,996200,33655000,9939400,870500
2017-06-19,130165600,19026500,19454400,5643900,2183500,8147600,1003700,32746500,11318900,1307500
2017-06-20,99600400,14743900,27386100,4578700,1548900,7159900,2254100,37193500,8524600,1611900
2017-06-21,85063200,15039800,17066300,8016500,1497400,4203100,4126600,24616000,23734800,2475300
2017-06-22,76425200,13005500,11728300,9673000,1013300,5175100,3138500,37649000,20734500,1374700
2017-06-23,141757600,18027000,27214700,6257300,1462700,15013700,4470500,32229000,24821400,2002300
2017-06-26,102769600,18049700,26599000,4890300,1953800,5205400,983900,33020500,17421400,2036300
2017-06-27,99047600,19360800,24987300,7706800,2175900,5745800,811600,34982000,14748900,1995800
2017-06-28,88329600,16719100,24873700,7934300,2048200,6957700,689500,31512500,17396100,1037800
2017-06-29,125997600,23973500,26610600,11616200,2720300,7136300,674100,41105000,18796500,982900
2017-06-30,92096400,17666000,18276500,8235000,1697500,4259000,603400,29242500,13427000,1105500
2017-07-03,57111200,13862700,17726800,4831300,887200,3584100,391700,31527000,9040400,801500
2017-07-05,86278400,14334300,20504700,9800600,1783800,9203000,726700,85233500,8816000,952100
2017-07-06,96515200,14951800,18657100,7447900,1213000,5135100,682500,96622500,18661100,1176600
2017-07-07,76806800,13615900,16374300,4948100,1022200,3423900,712900,70884500,13433900,1734900
2017-07-10,84362400,13378700,23962300,10469600,1284400,4661100,506900,69104500,8606700,1916600
2017-07-11,79127200,13667700,18948900,9011500,1259700,17666000,825800,57797000,18110900,2091300
2017-07-12,99538000,22739400,28630200,17490800,1760100,15317900,642600,51730500,30008100,4897300
2017-07-13,100797600,13929200,34228300,14795500,1790000,8413000,688300,42972500,17517400,3111600
2017-07-14,80528400,16371200,23548700,11777100,1021700,6816700,965900,28126000,20835500,3193200
2017-07-17,95174000,12858800,23269800,5803300,1520600,4231300,667600,49384500,24152800,2638200
2017-07-18,71475200,23722900,19416000,9477500,1432400,7662500,414500,31868500,15554500,1337000
2017-07-19,83692000,26273600,17176100,9706700,1394300,4567500,504500,31785000,13469800,1487600
2017-07-20,68974800,18523100,17489900,8057400,961500,4154800,494000,25831000,24792700,1452600
2017-07-21,105010400,14744000,16208300,7545000,1400800,5700500,430500,24508000,15302900,982300
2017-07-24,85972800,17367000,16313100,6429300,1466500,9104200,364700,43185500,17200900,860500
2017-07-25,75415600,15383200,12413900,8514000,1197500,4223400,792800,34946000,13591600,914800
2017-07-26,63124000,35236900,16010100,13615600,1163800,7892800,261200,24104000,24298900,1001100
2017-07-27,129905200,68910700,19571400,22713400,2221000,14476100,3681200,41512000,86681700,851700
2017-07-28,68854800,24557600,12833700,10800800,1414100,7787900,1214900,24402000,26217600,544400
2017-07-31,79383600,25478900,13991800,7400700,2497700,6473200,807900,42675500,35946100,972100
2017-08-01,141474400,14385000,10784600,9079100,9672300,6999200,1067000,41515500,21618200,899800
2017-08-02,279747200,17433800,11961100,6517300,4507800,16149700,1231100,65457500,13278700,776400
2017-08-03,108389200,10793800,11060500,6260000,2285500,15868200,2423800,67675000,15101600,451000
2017-08-04,82239600,10777700,14727400,6174100,1479200,8209700,1348100,46344500,15084800,885500
2017-08-07,87481200,12787800,17935300,5887600,1077600,5918500,876800,31622500,9142300,1934300
2017-08-08,144823600,14393500,18883400,6001900,1467400,7229800,883900,37249000,12128300,3426700
2017-08-09,104526000,10815000,13269600,6023900,1750700,5717300,989800,34460500,7763700,5372500
2017-08-10,163217200,20832700,33202200,9571200,3396600,8546200,903300,35464500,11909200,3977300
2017-08-11,105028400,13791200,37429900,6961800,1951100,5266500,682700,21829000,8442500,1688800
2017-08-14,88490800,12954200,31975500,7561800,1680600,4258200,536300,22596000,9887000,1095400
2017-08-15,117862000,8729200,19113300,6483500,807100,5047500,512600,15425500,5948100,1721900
2017-08-16,110686400,15779900,14915800,5747000,750000,4170600,566700,17069000,15923100,1408100
2017-08-17,111762400,17216000,13136100,6744200,1398400,5352700,473400,25138500,9219000,1474100
2017-08-18,109712400,15093600,15030100,4653300,988600,5325700,485600,27041000,7808400,1061500
2017-08-21,105474000,11907500,15591800,4243200,1127500,5867200,449600,32477000,12076600,1938700
2017-08-22,86418400,11391000,11261400,5835700,1357700,7065400,753100,21610000,11051600,1083200
2017-08-23,77596400,9856500,14488000,4532000,2374300,6008600,526900,24772500,15184700,1054600
2017-08-24,79275600,14030400,11742500,4045300,3377800,4734100,525300,22923500,10386600,1151100
2017-08-25,101920400,12614500,8930000,4087400,1722800,5619900,658800,17420000,11496800,1067800
2017-08-28,103864000,8553700,9737400,4660600,1112400,3555800,2038000,18820000,7778800,563800
2017-08-29,118067600,11121000,8102400,4359300,1137200,3640600,1013800,20368500,11444400,1276700
2017-08-30,109078400,11138300,9610000,5696000,1538500,4453300,717200,17064500,6624600,668800
2017-08-31,107140400,17226500,15317100,6145800,1604300,5352800,785200,20364000,7860200,710700
2017-09-01,66364400,11677600,11135800,3440400,1022200,3257300,993100,15247500,8515200,888700
2017-09-05,117874000,13210900,17384100,5501200,1563200,4970500,682700,19175500,10503800,453800
2017-09-06,86606800,13906300,9941800,5350900,1140300,6502500,266000,20457000,12335500,552800
2017-09-07,87714000,18049500,8821700,5022700,1138500,7855700,1277100,21196000,14659900,542700
2017-09-08,114446000,10998500,12471400,4942600,924500,5933400,1479200,16317500,11608200,828100
2017-09-11,126323200,12372000,14186100,8266300,1428800,8612700,754900,38335500,14002000,780200
2017-09-12,286856000,11186300,10287200,6276600,1770500,6133900,707400,29864500,19795400,1627700
2017-09-13,179629600,9119300,14524000,6380900,2006000,6271700,2667000,20926000,13710700,3942800
2017-09-14,95042800,15615700,12842800,5697800,1066400,16225400,2386700,36012500,9304100,1340000
2017-09-15,196458400,15660500,34119800,9940900,847900,19504800,1974400,27102500,12649400,1413400
2017-09-18,113077600,12954000,42111500,7688000,1373900,9366400,3017800,35940000,14710700,910100
2017-09-19,83242400,13168600,21857000,7774000,785200,5885300,2356500,32259500,7090700,3011200
2017-09-20,211805600,12264100,18123000,11903600,1828400,4327000,2179100,24595500,7724700,607200
2017-09-21,150046800,11161400,26890000,6727300,1290200,3976400,1466500,23091000,6952100,858100
2017-09-22,186581600,12097100,12280800,6743800,760100,4841500,1421300,40797000,5551500,728500
2017-09-25,177549200,41251600,21864500,13156900,2317000,9481900,981800,38029500,13251700,2538800
2017-09-26,146640000,23363300,28140500,8551900,1807000,5850900,552600,35781500,12933200,1186400
2017-09-27,102016800,19242500,17843000,7380700,1580000,4849300,949600,30301500,9071300,797200
2017-09-28,88022000,12178700,10881100,4148000,889100,5875700,719500,26598000,7037200,1255700
2017-09-29,105199200,15340400,15477300,6891300,867100,5705500,692600,25535500,9384600,2211800
2017-10-02,74795200,13392300,12587000,5163300,1116700,6336000,630900,26434000,8460300,876800
2017-10-03,64921200,8190300,9758300,5633100,1688300,8843300,724500,50768000,13043700,1202200
2017-10-04,80655200,12127900,10696200,4438800,20895900,7434100,489600,40817500,17353800,1237000
2017-10-05,85135200,14580600,10934100,7445700,19780700,7507300,431800,20858500,21249600,1082200
2017-10-06,69630400,13124500,7970000,6122000,7779700,4008100,438200,21487500,16419000,1125000
2017-10-09,65051600,14570400,14087300,5517900,2968000,5893200,537600,37468500,8814400,927200
2017-10-10,62468000,11341100,24371900,5831800,11373200,5774700,852100,34892500,10186100,563600
2017-10-11,67622400,11283700,13237700,12005600,6215000,6896500,651400,22504000,9990900,810000
2017-10-12,64500400,10351000,13207300,8888300,3517200,10528100,542300,20435000,30723700,775000
2017-10-13,65576800,13658300,15718200,8640700,1760500,7135600,615000,17702500,15809900,827700
2017-10-16,96486000,11498800,14416000,9581800,2952400,6299800,687300,26877500,13009300,687500
2017-10-17,75989200,15990100,11964900,10844000,2475400,10864400,1027100,16466500,8935400,947500
2017-10-18,65496800,12752400,14182900,7994300,2496400,5437500,693800,24695500,7772000,492000
2017-10-19,170336800,14048400,14269300,14546400,1986000,6978100,518300,25309000,9281300,443900
2017-10-20,95896400,12602200,11290500,34282800,3293000,5926000,608700,24652000,7257700,519200
2017-10-23,87937200,13852700,10717400,12232500,2429200,4885700,629000,28736500,14017700,561000
2017-10-24,71028800,12267900,10181100,12280400,2878200,3847900,630000,22458500,12550400,457600
2017-10-25,84828400,15868200,20704000,12755800,4140500,6198100,883600,42970500,19766500,591100
2017-10-26,68002000,11833100,8068600,8015100,1566800,14738200,536500,25117500,112277600,674100
2017-10-27,177816800,30285300,14304800,9256600,2341800,10183500,802000,34898500,63611100,992500
2017-10-30,178803200,24353200,12601400,7216000,3249700,10321400,503400,21272000,34019400,827800
2017-10-31,144187200,20174200,10297700,7555300,12927100,13075900,818000,28361500,28049200,1354800
2017-11-01,134551200,40918300,12564400,6655600,5505100,10587400,1809000,42286500,18828800,967300
2017-11-02,165573600,35529900,8557700,4535600,2679900,8884500,2496100,98957000,24475100,1257700
2017-11-03,237594400,17822100,8841000,6726400,1969600,6615600,709000,44470000,22259600,1082400
2017-11-06,140105200,13312700,9748600,10156300,1384300,8503000,634900,32430000,25599300,1185300
2017-11-07,97446000,12928200,10692500,7026600,1089400,10536700,798100,26471500,22238300,1917400
2017-11-08,97638000,10494100,13074700,7593100,862600,13485400,1231500,23626500,16291300,3212800
2017-11-09,117930400,12610300,24464100,8875500,1680300,23511400,812500,27235500,20271000,1520800
2017-11-10,100582000,11070200,31331400,5714600,1754900,19473500,699800,23127000,16293300,1413300
2017-11-13,67928400,9523400,14559400,5843600,1046000,14382400,660200,37924500,11804900,873600
2017-11-14,99130000,9585900,13232300,6281500,850600,11567500,1134200,28380500,11920100,593900
2017-11-15,116632400,10253700,12548700,6232500,922400,20676000,1254300,29893500,11191100,1630800
2017-11-16,94550000,15607600,11044200,12856500,2765800,19901900,895400,29110500,12967800,969200
2017-11-17,87598000,13018000,12891600,11886700,1230800,39206500,920100,68675500,12847000,512100
2017-11-20,65049600,10052400,9902500,6841800,2098600,28654900,1820000,41238500,16819900,942800
2017-11-21,100525200,14504000,9979400,10603100,1905500,28904500,2748800,36306500,18339800,1153500
2017-11-22,102355600,10376300,8916000,8073500,997000,44557600,1039700,24588000,21161800,626900
2017-11-24,56106800,9426300,4518800,4306600,649900,16562700,833900,16220500,7584000,234700
2017-11-27,82867200,12344500,10572400,6780900,2331900,76437500,1434700,22779500,19671400,637300
2017-11-28,105715200,14379700,12818800,8741500,1392900,56515900,1139900,24747500,13845600,778000
2017-11-29,166665600,41933500,34919700,25202100,3830000,52069600,2513900,43837000,23684000,854100
2017-11-30,166108800,25307600,20594200,15962000,1160100,39352700,3456200,21758000,15823200,906300
2017-12-01,159037200,20182500,20288700,13387800,1415800,25390100,1235600,21464500,15270800,680700
2017-12-04,130169600,24459400,31021100,26283600,2740800,29566900,1234600,29175500,11639800,662000
2017-12-05,109400800,20184900,24537200,16634000,2454500,21276200,2394800,23232500,10645300,537300
2017-12-06,114240000,20255800,11675800,9331400,1404400,28820400,2064800,35976500,14023500,623000
2017-12-07,102693200,20404500,13565000,7937700,1599200,23721600,1485300,23903000,11856400,809700
2017-12-08,93420800,19883800,11671900,8350400,1315700,20917800,1198500,17342500,14870500,651200
2017-12-11,141095200,13168600,9318700,6421900,1393700,15780200,631900,39690000,17244400,675100
2017-12-12,77636800,16854100,11375400,6573500,1083700,18834100,578500,43666000,14296800,432700
2017-12-13,95273600,14615700,13857000,7196400,932900,25376200,797800,31107500,17283600,739900
2017-12-14,81906000,13591000,10954100,7519600,617000,20939500,688200,28999500,34074300,531800
2017-12-15,160677200,28463100,16750900,12543900,1246400,12932000,1522500,34666000,17957600,702500
2017-12-18,117684400,17265400,11942600,8361100,1254200,11897300,1075000,27381000,48965900,500900
2017-12-19,109745600,14920600,9327500,7753100,831100,12019100,1062800,34125000,46040800,788500
2017-12-20,93902400,11860500,7220500,6121300,640900,14012000,438000,29769000,20687700,621600
2017-12-21,83799600,11600700,7522600,4763900,478200,9669100,470100,21926000,19597700,760100
2017-12-22,65397600,8509500,11656900,3895000,590100,14382400,496700,21079000,16112900,428900
2017-12-26,132742000,8897300,8877000,4919100,403700,7131300,615700,21892000,10123100,419500
2017-12-27,85992800,9496100,8237200,4461500,478200,9559500,395700,23560500,9118100,390500
2017-12-28,65920800,12220800,6006200,3810200,662600,8217500,347500,21581500,9774700,464700
2017-12-29,103999600,10261500,6999100,4496600,775800,10462300,505600,18886000,10393700,791400
2018-01-02,102223600,18151900,8890400,7296500,1394500,11240500,783900,21761000,15297200,698100
2018-01-03,118071600,16886600,22867600,9945400,1162700,11617900,783300,22607500,12832600,535900
2018-01-04,89738400,13880900,14581700,8650000,1161000,20469800,1137800,49731500,17653500,884700
2018-01-05,94640000,13574500,14503100,11822100,771000,31102000,971000,22956000,14953200,521200
2018-01-08,82271200,17994700,22030400,7963600,748700,26626100,2553400,49297000,17831300,724800
2018-01-09,86336000,12393100,12425000,9620400,744100,14710900,1288400,35733000,12587100,429200
2018-01-10,95839600,10529900,14566600,6248600,667800,11265600,1983600,21549500,10420700,854000
2018-01-11,74670800,9588600,10150800,6267500,639500,21023600,1115200,33227500,11670400,2265500
2018-01-12,101672400,77551300,8997900,6891100,846000,13852300,1905300,24125500,37046100,1215400
2018-01-16,118263600,36183800,17558700,9596600,1175500,17333900,1036600,32371500,32340700,1030300
2018-01-17,137547200,27992400,13460200,7146900,1226500,10952300,1122200,35517500,17026700,995100
2018-01-18,124773600,23304900,10215800,7395100,697600,9836400,1316800,28429000,21118500,942900
2018-01-19,129700400,26826500,15234500,8783500,692900,24141600,1601600,24441500,17529700,2126400
2018-01-22,108434400,21059500,13773600,7560500,1180400,27197400,1677700,31052000,23010600,983200
2018-01-23,130756400,25678800,11880700,9736400,1135000,19998000,1476200,27327000,35321200,1000400
2018-01-24,204420400,24334500,14499300,8735700,1023800,13960500,898500,26437500,23186500,698100
2018-01-25,166116000,17377700,10247100,7268300,1940600,9049900,855100,33701500,15501700,836700
2018-01-26,156572000,17759200,12908900,7840300,2037400,11110100,1387900,22697000,49683900,1089800
2018-01-29,202561600,20453200,11377900,8198900,1721500,7642500,770300,23735500,52739600,853200
2018-01-30,184192800,20858600,14270800,7864500,1737900,10229300,1094300,23588500,52388100,686800
2018-01-31,129915600,43275100,11964400,15221400,1217500,15334400,1678400,31070500,40451900,793900
2018-02-01,188923200,54211300,12980600,44271600,1168100,15925100,959700,20988500,47582600,867400
2018-02-02,346375200,26677500,17961600,21979800,1371200,14284100,1346200,18524000,32492100,925400
2018-02-05,290954000,33128200,29130100,18810600,2324200,16631600,1056400,22320500,33918400,1848000
2018-02-06,272975200,37758500,27870000,19739600,2705900,20298800,1122000,25442000,26646500,1564300
2018-02-07,206434400,27601900,20073300,11988000,1696000,11060600,969700,34846000,48909300,1275000
2018-02-08,217562000,38478300,28600000,13665400,2102300,16509100,989500,51573000,162434400,3521900
2018-02-09,282690400,39887600,41865100,14339400,2882500,18780000,1092300,64668500,67181200,4311000
2018-02-12,243278000,32092100,27329300,10419600,2702900,9912800,743400,31139000,37001000,1815600
2018-02-13,130196800,21809400,15638100,7743600,1987800,13293800,548300,22801000,57653000,1415100
2018-02-14,162579600,28929700,18624700,8955800,4236800,16185700,931400,19753500,39339200,1472100
2018-02-15,204588800,20922100,17472500,9311000,5776500,19642300,996100,29564500,32020500,1556400
2018-02-16,160704400,20645300,15941400,9740300,2230900,10247800,517100,28213000,27627000,1550800
2018-02-20,135722000,21204900,17156000,6875400,2714600,15747000,1250600,20047000,22766700,950300
2018-02-21,149886400,23200800,22307300,8260400,5361200,11365400,1138400,16098000,29589300,1835500
2018-02-22,123967600,18464200,13359100,6632300,2410400,7078200,1269900,34849000,29184100,1170700
2018-02-23,135249600,19007300,10382500,7520700,1622700,7901400,881800,29087000,17283400,1478800
2018-02-26,152648800,17599700,11732800,7130700,1462600,13615200,936500,21700000,15766300,1135600
2018-02-27,155712400,15849800,11385900,8862000,1483300,19449200,1127700,23987000,16544000,1158300
2018-02-28,151128400,18783000,13077900,10799500,1395000,24022000,2205900,30348500,24180100,1448500
2018-03-01,195208000,23201600,26003000,8443300,1802500,17570500,1119200,34428000,25032500,1393700
2018-03-02,153816000,20025900,22835700,9426200,1178200,11010500,1725200,25464000,24918900,1414300
2018-03-05,113605600,16189300,15519400,6653000,2027000,30623200,1678000,19119000,34840000,2366800
2018-03-06,95154000,15086800,15920200,7477800,1352400,20827200,1195900,21428500,22641000,1700600
2018-03-07,126814000,19097300,14530200,5546700,1486300,18318000,1134600,25036500,33656100,1721700
2018-03-08,95096400,17225900,10297800,6878600,1925200,16961300,1147100,17831000,24845300,1167000
2018-03-09,128740800,18526300,12638100,7667600,1418700,11545300,1111700,27534000,19119500,1091900
2018-03-12,128828400,15301200,15126500,6607600,790900,12482100,743200,41320000,21078900,1636900
2018-03-13,126774000,18067500,15494300,6414700,1115600,13500400,768700,29829000,22096900,1666900
2018-03-14,117473600,16821700,12637400,14281100,971500,22043000,1030400,39837000,41632800,1286200
2018-03-15,90975200,15614300,10048800,9082000,866000,13391000,829500,32824000,20921800,1702600
2018-03-16,157618800,24403400,9986400,8356200,639600,10818300,1376700,30586500,13833800,1903500
2018-03-19,133787200,88140100,17844300,9028900,1017600,16600600,910200,37421500,22194800,1313800
2018-03-20,78597600,129851800,13867400,7388100,1904400,17238200,490300,23821500,82937600,1269100
2018-03-21,148219600,106598800,10967200,6757200,1650200,13534300,1005000,29792000,43672100,666100
2018-03-22,165963200,73743000,13779900,9608400,1812900,15704100,932700,24699000,29561900,1448200
2018-03-23,164115200,53609700,18390500,9569100,1856700,20521900,727000,33274500,24878100,1685700
2018-03-26,150164800,126116600,15285600,8682600,5249800,11332700,759200,41876000,25546300,1092200
2018-03-27,163690400,79117000,35225000,7980300,2833300,13509300,895400,69360000,80415500,1011100
2018-03-28,166674000,60029200,23647600,14370300,3657500,27553900,1109100,105007000,47853600,1100400
2018-03-29,153594000,59434300,22915700,11064300,2966600,18350500,769500,75853500,36828400,1903200
2018-04-02,150347200,36796000,23052300,11417700,1843400,11918400,963300,80570000,24353100,1727800
2018-04-03,121112000,42543900,16685800,8886000,1824000,9794600,616500,94222000,26071700,2155600
2018-04-04,138422000,49885600,19729200,8230800,1486700,10540100,709700,99483500,22002000,1457600
2018-04-05,107732800,41449600,17531000,10015700,1239900,9375200,780200,95605500,24407300,1420600
2018-04-06,140021200,41644800,16574700,8179100,1089900,14184800,748400,67601500,15318000,2119100
2018-04-09,116070800,34915200,12488100,7328400,1788600,8445300,743900,51249000,13973200,998700
2018-04-10,113634400,57889300,19041900,5882500,1607400,8701500,924200,54949000,28667400,2015600
2018-04-11,89726400,56144600,11506100,4581000,1203200,7832300,498500,37414500,25287900,909000
2018-04-12,91557200,38263000,14848000,5034800,1997800,10479900,591800,38044000,17327000,1352900
2018-04-13,100497200,19990600,12575900,5909900,4578300,11286200,491800,36636000,12712600,13102900
2018-04-16,86313600,18119400,8769800,5101400,2108700,7414700,379200,31692500,11505300,3073000
2018-04-17,106421600,22743000,11180600,7135700,2706800,8250200,546100,35000000,46696000,2699900
2018-04-18,83018000,20969600,9784100,5943700,1771000,11145500,597400,32788500,25140000,2459700
2018-04-19,139235200,22235000,11799900,7122700,1356600,8926400,503900,30453000,22640100,2311500
2018-04-20,261964400,19119400,9655000,6265300,1670300,9079200,440900,28139500,34819700,1944100
2018-04-23,146062000,23088100,10687700,4038500,2039500,7092100,356700,24467000,29411000,1936000
2018-04-24,134768000,35079900,10364900,9186600,1921200,18383900,1071800,28426500,41265300,1945800
2018-04-25,113528400,41083600,14712300,10940300,1215400,16085100,612700,20068000,93090400,1501100
2018-04-26,111852000,77556900,9395600,13625300,1376200,10236800,545000,21780000,43784200,993700
2018-04-27,142623200,29804700,10021200,9794300,1703900,10176400,541900,21823000,37420100,1612600
2018-04-30,169709600,20750500,8196100,9444400,3840400,16758000,706700,21141000,41760200,1631500
2018-05-01,214277600,26025900,6344700,5660200,7356500,7670000,1162200,23128000,30679200,2286400
2018-05-02,266157600,30424500,6706200,17710700,2964500,18113300,2860200,44852000,22481700,3053600
2018-05-03,136272800,24026100,11078600,17310700,3316500,20472800,2385400,86760500,19813500,2226300
2018-05-04,224805200,17677800,10016500,7470800,1934000,10442100,2228000,42847000,21035200,2336500
2018-05-07,169805600,18697200,17190400,7583700,1364200,13758900,1402600,43391000,18517500,4400800
2018-05-08,113611200,15577200,12665400,6267200,2310200,18013400,1893900,29650000,19581200,8119100
2018-05-09,92844800,23282800,14919000,6230500,1534200,12653500,1318000,28637000,20726500,2486200
2018-05-10,111957200,21071400,24852000,11541400,1162200,10628800,1145800,28258000,20723500,2667000
2018-05-11,104848800,21207800,30361400,9871300,1161600,7470500,902500,23398000,14482600,2436400
2018-05-14,83115200,15646700,13078500,5821200,1479500,10681900,688000,36434000,18007000,1146800
2018-05-15,94780800,15429400,24088200,6173500,1140700,7653600,1138600,47596000,15840800,2548900
2018-05-16,76732400,16975500,13845700,5350200,713300,10878800,743800,28370000,10868700,1343200
2018-05-17,69176000,14840700,12994600,8329500,1440200,14528400,767800,22103000,10760200,1489000
2018-05-18,73190800,13130500,12092900,14626900,1033400,10012200,754800,36259500,10618900,1605000
2018-05-21,73603200,13532900,16015600,7882100,1564000,8228800,595600,45913000,21328400,876400
2018-05-22,60962800,12731400,12956600,5188300,2760500,9693800,618600,44729000,15003200,874700
2018-05-23,80233600,16628100,11073900,5059800,997200,9545800,756500,29925500,13442700,4138000
2018-05-24,92936000,12354700,10934300,11696800,909400,7574100,673200,20883500,14491900,4428100
2018-05-25,69844000,10965100,7302800,9471300,654200,5509700,906600,19375500,10424400,1946400
2018-05-29,90056400,16398900,8817100,6924200,857400,10247300,979000,28333000,22086700,2049200
2018-05-30,74762000,13736900,9774900,5516200,765700,9457000,757500,37448500,14588200,2643900
2018-05-31,109931200,30782600,12346700,8250100,1431600,7980900,664200,29598500,14433200,2990700
2018-06-01,93770000,17307200,10549200,7092100,1307800,10479600,574400,27122000,29583100,1677700
2018-06-04,105064800,18939800,16050600,7423700,1622400,10717900,1241500,23989000,32632800,1673400
2018-06-05,86264000,15544300,9792800,9033600,1394400,8752800,2092800,29976000,66122200,1518500
