time,SQ,TSLA,AAPL,GOOG,DIS,JPM,TDOC
2019-05-08 00:00:00-04:00,67.28,244.76,202.9,1165.74,134.88,112.63,61.55
2019-05-09 00:00:00-04:00,66.38,241.98,200.72,1162.61,133.56,112.5,61.49
2019-05-10 00:00:00-04:00,65.99,239.51,197.3,1164.54,134.06,112.56,60.99
2019-05-13 00:00:00-04:00,62.38,227.01,185.72,1132.2,131.33,109.43,58.06
2019-05-14 00:00:00-04:00,64.12,232.12,188.65,1120.33,133.23,110.34,58.53
2019-05-15 00:00:00-04:00,65.2,231.92,190.92,1164.15,134.73,109.95,59.09
2019-05-16 00:00:00-04:00,66.41,228.245,190.14,1178.98,135.53,111.34,61.48
2019-05-17 00:00:00-04:00,65.3,211.0731,188.98,1162.3,135.0425,110.73,59.42
2019-05-20 00:00:00-04:00,64.38,205.34,183.09,1138.85,133.9,111.32,60.61
2019-05-21 00:00:00-04:00,65.94,204.97,186.59,1149.63,134.1,111.76,63.2
2019-05-22 00:00:00-04:00,66.4472,192.69,182.79,1151.42,133.86,110.79,62.99
2019-05-23 00:00:00-04:00,63.75,195.48,179.67,1140.57,132.76,108.63,59.87
2019-05-24 00:00:00-04:00,64.66,190.7257,179.06,1134.0,132.82,109.78,61.22
2019-05-28 00:00:00-04:00,65.84,188.72,178.17,1133.18,132.63,108.44,61.19
2019-05-29 00:00:00-04:00,63.23,189.89,177.35,1116.52,131.55,108.16,57.99
2019-05-30 00:00:00-04:00,63.65,188.18,178.25,1117.79,132.19,107.08,58.08
2019-05-31 00:00:00-04:00,61.95,185.48,175.0,1103.85,132.04,105.94,58.12
2019-06-03 00:00:00-04:00,60.63,179.01,173.28,1036.37,132.39,106.39,53.97
2019-06-04 00:00:00-04:00,63.3997,193.91,179.67,1053.03,134.83,109.75,55.74
2019-06-05 00:00:00-04:00,64.93,196.677,182.541,1042.6538,135.92,110.14,55.13
2019-06-06 00:00:00-04:00,65.79,206.08,185.23,1044.6,137.24,110.4,54.24
2019-06-07 00:00:00-04:00,68.45,204.39,190.14,1066.03,138.01,109.13,55.65
2019-06-10 00:00:00-04:00,70.37,212.88,192.52,1080.38,137.05,110.31,57.47
2019-06-11 00:00:00-04:00,70.17,217.1,194.81,1078.58,135.09,110.69,58.07
2019-06-12 00:00:00-04:00,70.49,209.2173,194.19,1077.33,135.77,109.27,57.73
2019-06-13 00:00:00-04:00,72.18,213.89,194.74,1088.79,141.72,109.6,59.28
2019-06-14 00:00:00-04:00,71.58,214.92,192.745,1085.35,141.65,109.83,58.62
2019-06-17 00:00:00-04:00,72.24,225.03,193.95,1092.51,140.95,109.22,60.03
2019-06-18 00:00:00-04:00,71.8346,224.74,198.5,1103.5,139.255,110.77,60.91
2019-06-19 00:00:00-04:00,72.65,226.33,197.86,1102.58,140.89,109.87,61.6
2019-06-20 00:00:00-04:00,74.42,219.59,199.3794,1110.95,141.99,110.18,62.77
2019-06-21 00:00:00-04:00,72.9,221.89,198.8,1122.42,140.26,109.66,63.47
2019-06-24 00:00:00-04:00,72.705,223.64,198.55,1115.83,139.21,108.665,62.7574
2019-06-25 00:00:00-04:00,69.86,219.77,195.57,1086.34,139.91,107.78,60.73
2019-06-26 00:00:00-04:00,69.96,219.18,199.8,1079.8,140.39,108.47,60.08
2019-06-27 00:00:00-04:00,71.3,222.81,199.73,1075.93,139.27,108.81,62.82
2019-06-28 00:00:00-04:00,72.505,223.46,197.92,1080.62,139.67,111.77,66.4
2019-07-01 00:00:00-04:00,73.22,227.16,201.68,1097.9,141.64,113.7,67.72
2019-07-02 00:00:00-04:00,73.97,224.62,202.71,1111.77,142.55,113.81,66.92
2019-07-03 00:00:00-04:00,74.2638,234.9,204.41,1121.92,142.95,112.79,67.262
2019-07-05 00:00:00-04:00,74.32,233.15,204.25,1131.27,142.47,113.47,68.28
2019-07-08 00:00:00-04:00,73.41,230.38,200.01,1116.7,141.03,112.88,69.17
2019-07-09 00:00:00-04:00,78.03,230.06,201.22,1124.58,141.61,113.36,69.66
2019-07-10 00:00:00-04:00,78.38,238.92,203.21,1140.48,143.54,113.0194,69.63
2019-07-11 00:00:00-04:00,79.445,238.6,201.74,1144.13,143.58,114.09,71.1
2019-07-12 00:00:00-04:00,82.33,245.06,203.24,1144.56,144.85,115.28,70.61
2019-07-15 00:00:00-04:00,82.1019,253.48,205.2,1150.68,145.04,113.88,71.33
2019-07-16 00:00:00-04:00,80.57,252.4,204.49,1153.599,144.28,115.09,69.16
2019-07-17 00:00:00-04:00,80.86,254.83,203.28,1146.49,142.59,113.99,68.43
2019-07-18 00:00:00-04:00,81.03,253.59,205.66,1146.8,141.62,114.67,68.51
2019-07-19 00:00:00-04:00,78.48,258.0789,202.57,1130.01,139.88,113.57,68.56
2019-07-22 00:00:00-04:00,78.57,255.65,207.22,1138.27,140.81,114.28,70.16
2019-07-23 00:00:00-04:00,78.85,260.1,208.825,1146.56,141.26,116.36,67.15
2019-07-24 00:00:00-04:00,80.42,265.0288,208.67,1138.18,141.3,116.81,69.23
2019-07-25 00:00:00-04:00,80.04,228.8102,207.05,1134.3239,143.2,115.79,66.8
2019-07-26 00:00:00-04:00,81.81,228.0,207.75,1247.0,144.63,116.22,69.51
2019-07-29 00:00:00-04:00,80.23,235.792,209.67,1239.01,146.38,115.85,68.49
2019-07-30 00:00:00-04:00,80.48,242.26,208.884,1225.14,144.94,115.58,70.1
2019-07-31 00:00:00-04:00,80.4,241.62,212.78,1216.68,143.01,116.005,68.25
2019-08-01 00:00:00-04:00,81.1435,233.94,208.4595,1209.01,141.85,112.94,71.44
2019-08-02 00:00:00-04:00,69.599,234.2784,204.09,1193.99,141.68,112.9,69.66
2019-08-05 00:00:00-04:00,64.8475,228.48,193.22,1152.32,138.32,109.55,65.63
2019-08-06 00:00:00-04:00,64.6,230.63,196.98,1169.36,141.94,110.44,67.1
2019-08-07 00:00:00-04:00,65.01,233.47,199.14,1173.9,134.875,108.02,65.95
2019-08-08 00:00:00-04:00,66.3,238.29,203.45,1204.52,137.96,109.92,66.55
2019-08-09 00:00:00-04:00,65.0,235.0,200.93,1187.79,138.516,109.74,64.89
2019-08-12 00:00:00-04:00,62.29,229.02,200.5,1174.07,135.74,107.69,65.41
2019-08-13 00:00:00-04:00,63.01,234.97,208.98,1197.26,137.0,109.34,65.96
2019-08-14 00:00:00-04:00,61.53,219.59,202.75,1164.6,132.85,104.79,61.47
2019-08-15 00:00:00-04:00,61.99,215.52,201.74,1167.57,133.42,105.2,56.86
2019-08-16 00:00:00-04:00,62.87,219.92,206.44,1177.6,135.2,107.73,60.41
2019-08-19 00:00:00-04:00,64.11,226.81,210.34,1198.53,135.28,108.69,61.12
2019-08-20 00:00:00-04:00,64.4,225.65,210.35,1183.26,135.15,107.33,60.29
2019-08-21 00:00:00-04:00,65.42,220.79,212.65,1191.06,135.76,107.61,60.6
2019-08-22 00:00:00-04:00,64.67,222.05,212.45,1189.69,136.0801,108.75,59.77
2019-08-23 00:00:00-04:00,61.83,211.39,202.63,1151.35,131.71,106.02,56.05
2019-08-26 00:00:00-04:00,62.82,214.98,206.6,1169.47,134.6,106.94,55.97
2019-08-27 00:00:00-04:00,61.74,214.16,204.14,1168.27,134.44,105.68,55.25
2019-08-28 00:00:00-04:00,62.14,215.59,205.52,1171.36,136.53,106.84,55.9
2019-08-29 00:00:00-04:00,62.85,221.7,209.1,1193.04,137.84,109.22,57.5
2019-08-30 00:00:00-04:00,61.81,225.6,208.74,1188.11,137.2,109.77,57.88
2019-09-03 00:00:00-04:00,61.15,225.11,205.695,1168.06,136.27,108.58,56.47
2019-09-04 00:00:00-04:00,61.09,220.71,209.25,1180.92,137.93,109.9,59.17
2019-09-05 00:00:00-04:00,63.045,229.48,213.27,1211.23,138.81,112.33,61.01
2019-09-06 00:00:00-04:00,61.98,227.49,213.27,1204.93,139.54,112.63,62.36
2019-09-09 00:00:00-04:00,61.45,231.78,214.15,1204.92,138.85,115.41,62.94
2019-09-10 00:00:00-04:00,60.5,235.54,216.77,1207.23,135.72,116.76,64.82
2019-09-11 00:00:00-04:00,59.18,247.23,223.587,1220.17,136.19,117.16,68.08
2019-09-12 00:00:00-04:00,57.79,245.86,223.09,1234.0,137.55,117.97,69.05
2019-09-13 00:00:00-04:00,58.32,245.27,218.8,1239.51,138.0,120.2,70.39
2019-09-16 00:00:00-04:00,59.25,242.7,219.9,1231.34,135.8,119.13,68.16
2019-09-17 00:00:00-04:00,59.54,244.79,220.65,1229.16,136.21,118.55,68.68
2019-09-18 00:00:00-04:00,59.73,243.43,222.77,1233.1,136.79,119.79,67.47
2019-09-19 00:00:00-04:00,59.03,246.58,220.95,1237.9,133.3,119.36,68.74
2019-09-20 00:00:00-04:00,57.83,240.59,217.69,1229.68,132.17,118.87,72.09
2019-09-23 00:00:00-04:00,56.75,241.25,218.68,1234.09,132.48,118.89,72.2
2019-09-24 00:00:00-04:00,57.53,223.2817,217.68,1218.76,131.97,117.36,70.94
2019-09-25 00:00:00-04:00,58.51,228.7,220.99,1246.99,133.07,118.04,69.01
2019-09-26 00:00:00-04:00,60.8,242.52,219.89,1242.0,131.33,117.065,68.53
2019-09-27 00:00:00-04:00,60.76,242.13,218.85,1225.3,129.99,117.74,66.5
2019-09-30 00:00:00-04:00,62.005,240.84,223.98,1218.63,130.3,117.68,67.73
2019-10-01 00:00:00-04:00,61.61,244.69,224.58,1205.4,129.55,115.52,66.82
2019-10-02 00:00:00-04:00,60.06,243.24,218.96,1176.63,129.16,113.27,61.54
2019-10-03 00:00:00-04:00,62.06,232.92,220.81,1187.31,128.16,112.18,64.29
2019-10-04 00:00:00-04:00,62.64,231.4159,227.01,1208.92,130.25,114.61,66.78
2019-10-07 00:00:00-04:00,62.25,237.72,227.06,1207.25,130.89,114.39,67.88
2019-10-08 00:00:00-04:00,60.81,240.0,224.39,1189.24,128.42,111.79,65.57
2019-10-09 00:00:00-04:00,62.235,244.53,227.0,1201.93,129.33,112.66,67.87
2019-10-10 00:00:00-04:00,62.01,244.74,230.09,1208.75,129.37,114.22,68.04
2019-10-11 00:00:00-04:00,61.53,247.77,236.22,1214.89,129.97,116.19,67.46
2019-10-14 00:00:00-04:00,61.83,256.92,235.89,1217.13,129.7,116.41,68.55
2019-10-15 00:00:00-04:00,64.29,257.86,235.32,1242.51,129.76,119.92,69.8
2019-10-16 00:00:00-04:00,63.01,259.6902,234.39,1243.65,130.955,119.7,68.95
2019-10-17 00:00:00-04:00,63.38,261.98,235.29,1253.06,132.37,120.39,70.43
2019-10-18 00:00:00-04:00,60.46,256.9899,236.28,1245.49,130.92,120.575,69.22
2019-10-21 00:00:00-04:00,61.15,253.43,240.53,1246.48,130.28,123.56,68.65
2019-10-22 00:00:00-04:00,58.82,255.52,239.97,1242.93,132.42,124.87,68.185
2019-10-23 00:00:00-04:00,58.34,254.889,243.14,1259.28,131.13,125.12,67.57
2019-10-24 00:00:00-04:00,61.69,299.62,243.6,1260.46,130.24,125.01,68.28
2019-10-25 00:00:00-04:00,62.8701,328.19,246.58,1265.07,130.865,126.02,69.73
2019-10-28 00:00:00-04:00,62.82,327.51,249.04,1290.09,130.51,126.52,70.75
2019-10-29 00:00:00-04:00,62.41,316.2,243.29,1262.82,129.48,126.42,71.54
2019-10-30 00:00:00-04:00,62.1859,314.86,243.29,1261.2,129.69,125.75,69.13
2019-10-31 00:00:00-04:00,61.46,315.09,248.84,1260.31,129.92,124.93,76.59
2019-11-01 00:00:00-04:00,62.61,313.21,255.84,1274.5,132.73,127.82,78.35
2019-11-04 00:00:00-05:00,62.39,317.425,257.48,1290.97,132.95,128.83,80.3
2019-11-05 00:00:00-05:00,61.05,317.16,257.15,1291.82,131.46,129.12,80.11
2019-11-06 00:00:00-05:00,61.34,326.7,257.24,1291.8,131.29,129.3,80.0
2019-11-07 00:00:00-05:00,64.41,335.39,259.5,1308.86,133.1264,130.08,80.07
2019-11-08 00:00:00-05:00,62.49,337.12,260.14,1311.31,137.94,130.37,80.62
2019-11-11 00:00:00-05:00,63.77,345.1,262.2,1299.0,136.735,129.91,81.0
2019-11-12 00:00:00-05:00,61.53,349.95,261.98,1298.79,138.55,129.13,80.73
2019-11-13 00:00:00-05:00,61.54,345.99,264.47,1297.65,148.69,128.48,79.68
2019-11-14 00:00:00-05:00,62.99,349.36,262.69,1311.58,147.1814,128.7,78.81
2019-11-15 00:00:00-05:00,64.7,352.24,265.75,1334.86,144.63,129.52,80.94
2019-11-18 00:00:00-05:00,65.74,349.98,267.12,1320.71,147.65,130.59,78.15
2019-11-19 00:00:00-05:00,66.4,359.52,266.29,1315.13,148.35,130.56,78.03
2019-11-20 00:00:00-05:00,67.18,352.4,263.22,1302.98,146.86,129.64,77.45
2019-11-21 00:00:00-05:00,67.4,354.9697,262.01,1301.12,146.9,129.94,77.49
2019-11-22 00:00:00-05:00,67.75,332.99,261.84,1295.35,148.2441,130.78,81.48
2019-11-25 00:00:00-05:00,68.21,336.3009,266.42,1306.95,149.62,131.49,83.86
2019-11-26 00:00:00-05:00,68.97,328.93,264.1,1313.54,151.59,131.61,84.86
2019-11-27 00:00:00-05:00,69.65,331.05,267.8999,1313.5,151.48,132.06,85.87
2019-11-29 00:00:00-05:00,69.16,330.04,267.18,1303.97,151.7,131.8,83.75
2019-12-02 00:00:00-05:00,66.9,334.86,264.09,1289.77,150.75,131.57,78.43
2019-12-03 00:00:00-05:00,67.05,336.08,259.52,1295.27,148.65,129.78,78.9
2019-12-04 00:00:00-05:00,67.82,332.99,261.74,1320.3,148.28,132.38,80.05
2019-12-05 00:00:00-05:00,67.18,330.34,265.58,1328.89,147.45,133.09,79.42
2019-12-06 00:00:00-05:00,67.98,335.85,270.7,1340.51,147.65,135.04,79.99
2019-12-09 00:00:00-05:00,67.11,339.4,266.92,1343.55,146.18,134.46,78.31
2019-12-10 00:00:00-05:00,65.83,348.83,268.62,1344.95,146.09,134.47,78.11
2019-12-11 00:00:00-05:00,65.67,352.5,270.74,1345.02,147.56,134.15,77.47
2019-12-12 00:00:00-05:00,65.85,359.67,271.46,1350.31,147.76,138.01,77.01
2019-12-13 00:00:00-05:00,64.79,358.37,275.26,1347.83,146.37,136.82,76.34
2019-12-16 00:00:00-05:00,66.47,381.51,279.86,1361.17,148.46,137.34,78.13
2019-12-17 00:00:00-05:00,65.55,378.9101,280.42,1354.23,147.68,138.16,79.27
2019-12-18 00:00:00-05:00,65.13,393.1,279.71,1351.94,146.3,138.07,80.99
2019-12-19 00:00:00-05:00,64.5,404.02,280.03,1356.18,146.13,137.35,82.71
2019-12-20 00:00:00-05:00,63.61,405.55,279.28,1349.175,146.85,137.24,81.43
2019-12-23 00:00:00-05:00,62.8,419.18,283.97,1348.93,144.69,137.22,82.79
2019-12-24 00:00:00-05:00,63.96,425.18,284.2762,1343.56,145.3,137.58,82.6
2019-12-26 00:00:00-05:00,64.05,430.8202,289.91,1360.4,145.69,139.09,82.49
2019-12-27 00:00:00-05:00,63.82,430.23,289.83,1351.34,145.7499,139.14,83.35
2019-12-30 00:00:00-05:00,61.8,414.62,291.647,1336.85,143.78,138.68,83.25
2019-12-31 00:00:00-05:00,62.56,418.17,293.37,1336.72,144.55,139.4,83.69
2020-01-02 00:00:00-05:00,63.83,430.24,300.58,1367.73,148.18,141.09,83.29
2020-01-03 00:00:00-05:00,63.0,442.75,297.38,1359.49,146.48,138.28,82.94
2020-01-06 00:00:00-05:00,62.57,451.4001,299.78,1393.8,145.65,138.21,86.96
2020-01-07 00:00:00-05:00,64.57,469.17,298.27,1393.33,145.68,135.87,85.7
2020-01-08 00:00:00-05:00,67.6,492.09,303.15,1404.32,145.45,136.97,86.22
2020-01-09 00:00:00-05:00,67.92,481.49,309.71,1419.9,144.8,137.44,85.37
2020-01-10 00:00:00-05:00,67.99,477.96,310.37,1429.73,144.6,136.09,85.16
2020-01-13 00:00:00-05:00,68.66,524.85,316.97,1439.61,143.76,137.19,95.97
2020-01-14 00:00:00-05:00,68.16,538.0,312.69,1431.3,145.21,138.72,96.85
2020-01-15 00:00:00-05:00,70.37,518.505,311.5,1439.2,144.3,136.8,94.0
2020-01-16 00:00:00-05:00,69.53,513.49,315.33,1451.93,145.09,137.22,96.91
2020-01-17 00:00:00-05:00,69.38,510.19,318.67,1480.79,144.25,138.15,95.61
2020-01-21 00:00:00-05:00,68.31,547.3007,316.55,1485.0,143.56,136.84,98.25
2020-01-22 00:00:00-05:00,68.69,569.43,317.7,1485.27,144.02,136.66,101.43
2020-01-23 00:00:00-05:00,69.29,571.9422,319.2899,1486.11,142.18,136.54,102.86
2020-01-24 00:00:00-05:00,71.16,564.96,318.33,1466.71,140.11,133.13,98.15
2020-01-27 00:00:00-05:00,71.06,557.54,308.96,1433.9,135.82,131.99,95.95
2020-01-28 00:00:00-05:00,74.82,566.82,317.76,1452.59,138.33,134.43,99.4
2020-01-29 00:00:00-05:00,76.16,581.0,324.32,1458.74,136.07,134.23,103.44
2020-01-30 00:00:00-05:00,76.1,640.93,323.8762,1455.78,137.76,135.89,104.75
2020-01-31 00:00:00-05:00,74.68,650.48,309.33,1434.0,138.3,132.33,101.64
2020-02-03 00:00:00-05:00,79.795,780.28,308.71,1487.0587,141.32,133.34,101.99
2020-02-04 00:00:00-05:00,80.9,887.72,318.86,1447.58,144.73,135.29,107.14
2020-02-05 00:00:00-05:00,78.39,734.72,321.58,1448.6,141.37,137.62,107.13
2020-02-06 00:00:00-05:00,78.5,748.5,325.21,1475.7977,142.72,137.59,108.64
2020-02-07 00:00:00-05:00,78.85,747.9808,320.04,1479.24,141.06,137.18,105.89
2020-02-10 00:00:00-05:00,80.17,770.8467,321.54,1508.69,142.54,137.73,109.73
2020-02-11 00:00:00-05:00,79.88,774.02,319.61,1509.36,141.0,138.0,110.44
2020-02-12 00:00:00-05:00,79.98,767.44,327.2,1518.86,141.84,138.0,110.0
2020-02-13 00:00:00-05:00,81.0,803.86,324.91,1513.79,140.9,137.93,112.06
2020-02-14 00:00:00-05:00,81.86,799.9724,324.94,1520.74,139.5497,137.41,111.82
2020-02-18 00:00:00-05:00,82.425,858.66,319.0,1519.61,139.13,135.67,117.24
2020-02-19 00:00:00-05:00,85.24,916.96,323.62,1527.0,141.3,137.47,117.36
2020-02-20 00:00:00-05:00,85.74,899.18,320.3,1518.38,140.37,137.43,115.95
2020-02-21 00:00:00-05:00,83.49,901.0,313.03,1483.8,138.96,135.82,113.55
2020-02-24 00:00:00-05:00,80.22,833.16,298.17,1420.59,133.01,132.17,114.26
2020-02-25 00:00:00-05:00,77.03,799.11,288.08,1388.07,128.26,126.32,118.4
2020-02-26 00:00:00-05:00,76.66,778.8,292.69,1393.32,123.4,126.63,116.86
2020-02-27 00:00:00-05:00,79.32,678.85,273.04,1317.37,117.97,121.3,135.15
2020-02-28 00:00:00-05:00,83.34,667.43,274.64,1341.14,117.69,116.09,125.0
2020-03-02 00:00:00-05:00,80.7,743.69,298.82,1390.41,119.95,121.55,124.44
2020-03-03 00:00:00-05:00,78.82,745.51,289.31,1340.99,116.41,116.95,123.53
2020-03-04 00:00:00-05:00,79.217,749.5,302.76,1386.52,119.16,119.86,124.495
2020-03-05 00:00:00-05:00,76.3221,723.62,292.92,1317.92,113.98,114.0,134.19
2020-03-06 00:00:00-05:00,73.08,703.39,288.98,1298.41,115.27,108.12,135.89
2020-03-09 00:00:00-04:00,65.83,606.46,266.09,1214.51,104.29,93.2742,133.25
2020-03-10 00:00:00-04:00,67.25,645.0,285.69,1281.01,111.46,100.7001,145.99
2020-03-11 00:00:00-04:00,62.43,633.905,275.3,1215.1,105.51,95.94,137.43
2020-03-12 00:00:00-04:00,53.58,556.01,248.0,1113.84,91.81,88.075,118.65
2020-03-13 00:00:00-04:00,57.78,546.2,278.06,1219.76,102.52,103.91,127.95
2020-03-16 00:00:00-04:00,41.21,444.9801,241.47,1085.0,95.01,88.36,116.74
2020-03-17 00:00:00-04:00,44.73,430.0,252.85,1119.79,93.53,93.77,118.23
2020-03-18 00:00:00-04:00,39.4627,361.6,249.0,1098.64,88.825,83.89,136.93
2020-03-19 00:00:00-04:00,39.99,427.295,244.78,1115.06,94.93,85.3,139.18
2020-03-20 00:00:00-04:00,38.03,427.53,228.74,1072.31,85.95,83.13,142.02
2020-03-23 00:00:00-04:00,40.01,434.29,223.43,1056.63,85.76,78.88,167.45
2020-03-24 00:00:00-04:00,46.36,504.3,246.88,1134.8,98.01,88.32,161.9
2020-03-25 00:00:00-04:00,52.44,539.175,245.465,1101.71,100.7,91.835,141.57
2020-03-26 00:00:00-04:00,56.07,528.05,258.48,1161.33,105.35,97.84,159.32
2020-03-27 00:00:00-04:00,53.34,514.56,247.62,1109.3,96.33,91.1399,164.17
2020-03-30 00:00:00-04:00,55.0,502.1,254.79,1148.51,99.85,93.47,163.56
2020-03-31 00:00:00-04:00,52.39,524.48,254.3,1161.6,96.59,90.12,155.01
2020-04-01 00:00:00-04:00,46.81,481.58,240.76,1105.62,94.92,84.41,162.53
2020-04-02 00:00:00-04:00,45.86,454.47,244.93,1121.74,96.96,87.48,159.06
2020-04-03 00:00:00-04:00,43.75,480.0,241.43,1097.69,93.87,84.075,156.25
2020-04-06 00:00:00-04:00,50.42,516.24,262.285,1187.2,99.06,88.77,150.0
2020-04-07 00:00:00-04:00,50.3,545.47,259.385,1186.51,101.08,90.44,141.39
2020-04-08 00:00:00-04:00,57.06,548.7,266.04,1210.28,101.05,94.25,138.94
2020-04-09 00:00:00-04:00,59.21,573.01,267.96,1211.99,104.49,102.76,146.36
2020-04-13 00:00:00-04:00,59.44,650.9899,273.23,1217.99,103.5,98.24,154.09
2020-04-14 00:00:00-04:00,62.41,709.755,287.07,1269.22,106.03,95.5,157.32
2020-04-15 00:00:00-04:00,61.3,729.5254,284.45,1262.47,103.395,90.82,171.77
2020-04-16 00:00:00-04:00,57.29,745.6545,286.72,1263.62,101.97,87.32,173.82
2020-04-17 00:00:00-04:00,61.08,753.65,282.74,1283.23,106.62,95.0,173.2565
2020-04-20 00:00:00-04:00,61.05,746.35,276.85,1267.58,102.23,91.65,181.47
2020-04-21 00:00:00-04:00,57.38,686.72,268.36,1215.38,100.6,88.98,172.39
2020-04-22 00:00:00-04:00,61.1,731.0656,276.67,1265.12,101.11,89.7598,179.64
2020-04-23 00:00:00-04:00,61.8275,705.63,274.87,1276.3,100.9,89.31,187.55
2020-04-24 00:00:00-04:00,61.975,725.0,282.95,1279.3,101.1705,90.7,192.91
2020-04-27 00:00:00-04:00,63.64,798.92,283.25,1275.88,106.03,94.37,194.71
2020-04-28 00:00:00-04:00,61.74,769.11,278.57,1233.0,106.24,95.2801,180.1
2020-04-29 00:00:00-04:00,65.75,799.84,287.83,1340.4,112.31,97.79,175.245
2020-04-30 00:00:00-04:00,65.11,781.06,293.99,1348.67,108.05,95.76,164.5101
2020-05-01 00:00:00-04:00,62.97,701.31,289.07,1320.86,105.5,93.25,169.16
2020-05-04 00:00:00-04:00,63.68,761.21,293.17,1326.8,103.26,92.15,174.23
2020-05-05 00:00:00-04:00,66.685,768.06,297.78,1352.08,101.22,91.95,169.31
2020-05-06 00:00:00-04:00,68.23,782.45,300.5,1347.35,100.9332,90.28,175.88
2020-05-07 00:00:00-04:00,74.63,780.215,303.75,1373.09,105.57,91.2,175.01
2020-05-08 00:00:00-04:00,76.06,819.25,310.1484,1387.34,109.16,92.49,176.68
2020-05-11 00:00:00-04:00,74.93,810.48,315.005,1403.28,107.74,89.93,190.45
2020-05-12 00:00:00-04:00,75.2,809.21,311.51,1374.77,104.54,87.01,184.2137
2020-05-13 00:00:00-04:00,73.77,790.62,307.68,1349.88,102.86,84.06,188.19
2020-05-14 00:00:00-04:00,78.1927,803.04,309.7,1357.26,105.91,87.55,179.59
2020-05-15 00:00:00-04:00,80.39,799.034,307.74,1373.18,109.04,85.9,184.23
2020-05-18 00:00:00-04:00,76.62,813.51,314.89,1383.94,116.85,90.29,172.17
2020-05-19 00:00:00-04:00,79.23,808.0,313.01,1374.1296,114.365,88.65,175.55
2020-05-20 00:00:00-04:00,82.03,815.46,319.16,1406.97,119.91,91.36,171.0
2020-05-21 00:00:00-04:00,81.52,827.75,317.04,1403.15,117.7801,90.17,175.0
2020-05-22 00:00:00-04:00,81.5,816.4,318.89,1410.42,118.0,89.47,174.01
2020-05-26 00:00:00-04:00,80.8,818.74,316.84,1417.03,120.95,95.83,164.52
2020-05-27 00:00:00-04:00,80.96,819.955,318.08,1417.48,121.53,101.34,162.64
2020-05-28 00:00:00-04:00,79.65,805.975,318.15,1416.73,116.74,99.88,166.68
2020-05-29 00:00:00-04:00,81.13,834.1905,318.76,1427.92,117.26,97.375,173.99
2020-06-01 00:00:00-04:00,82.72,897.875,321.76,1431.36,118.79,98.59,173.63
2020-06-02 00:00:00-04:00,88.0101,881.4,323.42,1439.47,118.75,98.98,169.84
2020-06-03 00:00:00-04:00,91.96,882.51,325.09,1435.32,122.16,104.29,164.68
2020-06-04 00:00:00-04:00,87.72,864.27,322.25,1412.73,123.69,106.48,157.045
2020-06-05 00:00:00-04:00,90.05,885.335,331.54,1438.39,124.83,111.3,161.695
2020-06-08 00:00:00-04:00,89.59,948.45,333.4402,1446.68,127.25,113.4,166.305
2020-06-09 00:00:00-04:00,89.6,941.5524,344.32,1456.2,124.07,110.7,168.75
2020-06-10 00:00:00-04:00,91.96,1024.974,352.78,1465.85,122.25,106.16,176.79
2020-06-11 00:00:00-04:00,86.12,972.41,336.08,1403.84,112.76,97.33,173.875
2020-06-12 00:00:00-04:00,85.76,936.25,337.655,1409.0,113.33,98.01,172.325
2020-06-15 00:00:00-04:00,91.09,990.75,342.99,1419.85,117.12,101.32,188.28
2020-06-16 00:00:00-04:00,94.79,981.51,352.26,1444.09,118.48,102.12,188.42
2020-06-17 00:00:00-04:00,97.01,990.56,351.2438,1451.35,117.62,99.45,192.06
2020-06-18 00:00:00-04:00,98.27,1004.02,351.59,1436.65,118.37,98.99,192.0
2020-06-19 00:00:00-04:00,97.99,1000.57,349.55,1431.69,114.49,97.935,202.11
2020-06-22 00:00:00-04:00,104.24,994.54,358.93,1452.07,115.91,96.75,205.16
2020-06-23 00:00:00-04:00,104.74,1001.66,366.37,1464.45,116.57,97.93,198.08
2020-06-24 00:00:00-04:00,100.88,960.85,360.06,1431.97,112.06,94.72,197.01
2020-06-25 00:00:00-04:00,104.88,985.98,364.88,1440.95,111.34,97.87,201.7
2020-06-26 00:00:00-04:00,104.3,960.76,353.69,1359.03,109.1,92.6,193.61
2020-06-29 00:00:00-04:00,103.67,1009.89,362.0,1395.6,111.52,93.01,187.49
2020-06-30 00:00:00-04:00,104.85,1079.0,364.6,1413.84,111.46,93.98,190.84
2020-07-01 00:00:00-04:00,115.9,1119.54,364.01,1437.55,113.02,93.27,198.64
2020-07-02 00:00:00-04:00,113.46,1208.8,364.12,1464.43,112.24,92.69,208.81
2020-07-06 00:00:00-04:00,118.975,1371.0,373.81,1495.54,114.42,94.99,217.99
2020-07-07 00:00:00-04:00,125.62,1389.69,372.64,1484.45,113.63,92.32,217.27
2020-07-08 00:00:00-04:00,133.39,1365.8054,381.44,1495.991,116.71,93.31,224.52
2020-07-09 00:00:00-04:00,129.39,1393.81,382.6599,1509.82,116.81,91.31,228.445
2020-07-10 00:00:00-04:00,128.07,1546.01,383.52,1541.74,119.31,96.28,229.01
2020-07-13 00:00:00-04:00,118.74,1494.1,381.91,1511.33,116.24,97.62,218.6
2020-07-14 00:00:00-04:00,121.24,1516.385,388.21,1520.48,118.66,98.21,208.97
2020-07-15 00:00:00-04:00,122.2,1546.875,390.91,1513.85,120.93,99.74,221.83
2020-07-16 00:00:00-04:00,119.96,1500.82,386.23,1518.0,119.44,100.03,218.69
